tract,total_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,total_vap_20,bvap_20,hvap_20,asian_nhpi_vap_20,amin_vap_20,other_vap_20,white_vap_20,pres_08_dem,pres_08_rep,pres_12_dem,pres_12_rep,pres_16_dem,pres_16_rep,gov_18_dem,gov_18_rep,ag_18_dem,ag_18_rep,pres_20_dem,pres_20_rep
06037141400,4705.0,240.0,563.0,492.0,9.0,83.0,3318.0,3815.0,178.0,443.0,394.0,8.0,58.0,2734.0,1643.0,731.0,1518.0,761.0,1673.0,605.0,1584.0,593.0,1569.0,567.0,2059.0,813.0
06037141500,3089.0,95.0,201.0,313.0,11.0,25.0,2444.0,2427.0,81.0,161.0,219.0,11.0,22.0,1933.0,1143.0,589.0,1021.0,628.0,1196.0,397.0,1103.0,483.0,1095.0,466.0,1524.0,587.0
06037141600,4088.0,108.0,266.0,428.0,14.0,61.0,3211.0,3288.0,82.0,200.0,308.0,13.0,37.0,2648.0,1776.0,688.0,1684.0,681.0,1938.0,511.0,1746.0,578.0,1761.0,543.0,2382.0,680.0
06037141700,3096.0,119.0,203.0,306.0,21.0,61.0,2386.0,2496.0,86.0,158.0,224.0,21.0,38.0,1969.0,1215.0,456.0,1162.0,525.0,1314.0,380.0,1242.0,444.0,1244.0,416.0,1467.0,420.0
06037143101,2142.0,144.0,301.0,170.0,18.0,24.0,1485.0,1846.0,122.0,240.0,136.0,16.0,20.0,1312.0,736.0,388.0,801.0,447.0,993.0,355.0,903.0,349.0,918.0,331.0,993.0,342.0
06037143102,2294.0,215.0,352.0,229.0,12.0,39.0,1447.0,2031.0,180.0,282.0,198.0,12.0,34.0,1325.0,678.0,282.0,732.0,292.0,970.0,240.0,864.0,247.0,863.0,238.0,1060.0,280.0
06037143200,4377.0,417.0,861.0,493.0,56.0,60.0,2490.0,3808.0,356.0,679.0,411.0,55.0,51.0,2256.0,263.0,76.0,1315.0,379.0,1503.0,306.0,1699.0,364.0,1693.0,341.0,2100.0,430.0
06037143301,3236.0,274.0,737.0,312.0,31.0,51.0,1831.0,2720.0,223.0,579.0,262.0,22.0,41.0,1593.0,349.0,98.0,942.0,269.0,1045.0,227.0,1100.0,247.0,1109.0,225.0,1488.0,350.0
06037143302,3367.0,196.0,411.0,383.0,25.0,30.0,2322.0,2753.0,149.0,332.0,302.0,16.0,29.0,1925.0,327.0,108.0,1283.0,403.0,1509.0,314.0,1343.0,334.0,1330.0,313.0,1659.0,368.0
06037143401,4632.0,306.0,516.0,466.0,29.0,67.0,3248.0,3886.0,242.0,384.0,373.0,27.0,53.0,2807.0,1704.0,495.0,1714.0,518.0,1926.0,356.0,1918.0,419.0,1925.0,385.0,2489.0,543.0
06037143402,1791.0,105.0,222.0,194.0,20.0,13.0,1237.0,1523.0,86.0,189.0,151.0,17.0,13.0,1067.0,710.0,167.0,675.0,183.0,832.0,155.0,742.0,168.0,744.0,156.0,850.0,191.0
06037143500,5197.0,299.0,552.0,493.0,37.0,103.0,3713.0,4255.0,235.0,437.0,385.0,30.0,81.0,3087.0,1970.0,470.0,1859.0,536.0,2171.0,427.0,2154.0,477.0,2158.0,439.0,2724.0,548.0
06037143602,4740.0,314.0,464.0,474.0,31.0,91.0,3366.0,4010.0,234.0,399.0,371.0,31.0,84.0,2891.0,804.0,259.0,1668.0,549.0,1921.0,391.0,1862.0,436.0,1858.0,403.0,2294.0,499.0
06037143603,2482.0,182.0,322.0,301.0,25.0,50.0,1602.0,2222.0,146.0,289.0,243.0,18.0,36.0,1490.0,391.0,88.0,763.0,208.0,860.0,169.0,946.0,209.0,948.0,196.0,1171.0,246.0
06037143605,1945.0,236.0,271.0,329.0,25.0,57.0,1027.0,1768.0,201.0,258.0,281.0,25.0,50.0,953.0,377.0,87.0,474.0,109.0,484.0,79.0,422.0,100.0,413.0,97.0,753.0,167.0
06037143606,1581.0,162.0,195.0,252.0,11.0,47.0,914.0,1456.0,142.0,182.0,206.0,11.0,36.0,879.0,320.0,98.0,509.0,143.0,522.0,98.0,537.0,105.0,533.0,99.0,611.0,135.0
06037143700,3800.0,226.0,347.0,411.0,37.0,60.0,2719.0,3348.0,176.0,278.0,347.0,37.0,52.0,2458.0,1583.0,403.0,1566.0,492.0,1791.0,377.0,1638.0,394.0,1651.0,372.0,1931.0,425.0
06037143801,2926.0,168.0,273.0,315.0,18.0,48.0,2104.0,2332.0,131.0,196.0,225.0,16.0,40.0,1724.0,390.0,117.0,1133.0,319.0,1291.0,277.0,1211.0,294.0,1195.0,283.0,1420.0,363.0
06037143802,2298.0,135.0,211.0,229.0,5.0,44.0,1674.0,1969.0,115.0,175.0,191.0,5.0,31.0,1452.0,385.0,111.0,803.0,327.0,933.0,210.0,886.0,257.0,889.0,257.0,1108.0,286.0
06037143901,4319.0,172.0,328.0,432.0,18.0,77.0,3292.0,3431.0,140.0,246.0,305.0,18.0,63.0,2659.0,1501.0,527.0,1593.0,670.0,1668.0,397.0,1697.0,478.0,1703.0,450.0,2063.0,560.0
06037143902,2979.0,125.0,263.0,277.0,18.0,62.0,2234.0,2494.0,99.0,202.0,218.0,17.0,54.0,1904.0,1306.0,374.0,1229.0,407.0,1516.0,317.0,1255.0,356.0,1263.0,319.0,1650.0,391.0
06037181000,6132.0,186.0,1610.0,1650.0,51.0,83.0,2552.0,5049.0,127.0,1275.0,1405.0,36.0,51.0,2155.0,2108.0,1009.0,2249.0,914.0,2488.0,776.0,2348.0,771.0,2427.0,667.0,2990.0,899.0
06037181300,3613.0,114.0,1080.0,1107.0,14.0,46.0,1252.0,3008.0,90.0,855.0,935.0,14.0,35.0,1079.0,1146.0,499.0,1096.0,451.0,1323.0,350.0,1285.0,392.0,1322.0,351.0,1775.0,508.0
06037181400,4134.0,145.0,1345.0,1268.0,37.0,48.0,1291.0,3444.0,104.0,1078.0,1048.0,35.0,43.0,1136.0,1112.0,418.0,1258.0,381.0,1565.0,286.0,1376.0,318.0,1420.0,277.0,1857.0,476.0
06037181500,3653.0,96.0,1346.0,792.0,23.0,72.0,1324.0,3022.0,55.0,1094.0,673.0,23.0,51.0,1126.0,1397.0,491.0,1445.0,421.0,1491.0,340.0,1420.0,386.0,1461.0,333.0,1710.0,397.0
06037181600,4247.0,225.0,1274.0,1041.0,30.0,32.0,1645.0,3793.0,199.0,1050.0,945.0,24.0,29.0,1546.0,971.0,271.0,1119.0,255.0,1343.0,227.0,1086.0,232.0,1132.0,189.0,1572.0,329.0
06037183101,3659.0,121.0,1996.0,436.0,26.0,50.0,1030.0,3047.0,97.0,1618.0,380.0,21.0,41.0,890.0,1226.0,254.0,1176.0,223.0,1444.0,187.0,1369.0,211.0,1405.0,165.0,1649.0,271.0
06037183103,3839.0,171.0,2483.0,444.0,31.0,52.0,658.0,3204.0,149.0,1990.0,397.0,26.0,41.0,601.0,1247.0,366.0,1005.0,233.0,1333.0,226.0,1042.0,218.0,1076.0,174.0,1489.0,273.0
06037183104,2095.0,64.0,979.0,410.0,15.0,37.0,590.0,1737.0,55.0,778.0,346.0,9.0,32.0,517.0,543.0,211.0,589.0,141.0,584.0,103.0,693.0,160.0,715.0,130.0,798.0,184.0
06037183220,3682.0,94.0,2467.0,513.0,16.0,18.0,574.0,2952.0,80.0,1878.0,434.0,16.0,12.0,532.0,914.0,206.0,1058.0,157.0,1065.0,122.0,996.0,159.0,1025.0,128.0,1556.0,244.0
06037183221,2901.0,102.0,1576.0,322.0,27.0,40.0,834.0,2329.0,68.0,1204.0,263.0,26.0,28.0,740.0,870.0,180.0,928.0,146.0,952.0,134.0,1032.0,164.0,1058.0,135.0,1275.0,208.0
06037183222,3303.0,132.0,1426.0,640.0,24.0,42.0,1039.0,2811.0,116.0,1152.0,554.0,24.0,31.0,934.0,1080.0,290.0,1137.0,230.0,1451.0,241.0,1286.0,239.0,1312.0,196.0,1598.0,274.0
06037183300,3083.0,46.0,1876.0,568.0,19.0,24.0,550.0,2589.0,33.0,1533.0,501.0,16.0,17.0,489.0,859.0,252.0,882.0,160.0,1009.0,147.0,964.0,165.0,989.0,132.0,1359.0,226.0
06037183401,2226.0,60.0,1133.0,461.0,9.0,23.0,540.0,1887.0,47.0,932.0,399.0,5.0,21.0,483.0,630.0,178.0,608.0,109.0,721.0,86.0,772.0,108.0,790.0,89.0,993.0,178.0
06037183402,2997.0,85.0,1276.0,909.0,26.0,30.0,671.0,2508.0,77.0,1017.0,766.0,24.0,23.0,601.0,668.0,251.0,708.0,180.0,790.0,145.0,788.0,169.0,813.0,144.0,1014.0,203.0
06037183510,2368.0,30.0,1606.0,197.0,17.0,16.0,502.0,1950.0,22.0,1298.0,171.0,17.0,7.0,435.0,772.0,139.0,720.0,114.0,979.0,115.0,811.0,123.0,839.0,98.0,1136.0,185.0
06037183520,3450.0,95.0,2459.0,221.0,14.0,45.0,616.0,2735.0,85.0,1849.0,196.0,11.0,39.0,555.0,694.0,138.0,772.0,95.0,926.0,75.0,869.0,107.0,898.0,80.0,1129.0,126.0
06037183610,2813.0,72.0,1844.0,293.0,29.0,21.0,554.0,2273.0,60.0,1426.0,250.0,19.0,14.0,504.0,662.0,109.0,692.0,75.0,981.0,84.0,830.0,110.0,857.0,80.0,1053.0,131.0
06037183620,2912.0,57.0,1868.0,321.0,24.0,23.0,619.0,2328.0,43.0,1423.0,271.0,24.0,20.0,547.0,761.0,145.0,843.0,113.0,949.0,73.0,983.0,119.0,995.0,89.0,1237.0,165.0
06037183701,3838.0,148.0,2648.0,294.0,18.0,23.0,707.0,3161.0,114.0,2108.0,243.0,18.0,19.0,659.0,760.0,139.0,833.0,129.0,1011.0,108.0,991.0,149.0,1018.0,120.0,1307.0,203.0
06037183702,2669.0,159.0,1289.0,513.0,18.0,40.0,650.0,2230.0,137.0,1022.0,441.0,12.0,33.0,585.0,921.0,301.0,840.0,212.0,1038.0,182.0,889.0,193.0,922.0,168.0,1112.0,221.0
06037183810,4260.0,149.0,3010.0,239.0,24.0,33.0,805.0,3444.0,119.0,2325.0,209.0,23.0,24.0,744.0,583.0,120.0,681.0,108.0,896.0,88.0,922.0,105.0,943.0,81.0,1343.0,162.0
06037183820,3626.0,107.0,2855.0,224.0,13.0,17.0,410.0,2832.0,80.0,2148.0,195.0,11.0,17.0,381.0,585.0,111.0,580.0,85.0,741.0,93.0,753.0,97.0,776.0,76.0,1108.0,167.0
06037185101,2830.0,65.0,1671.0,322.0,14.0,19.0,739.0,2340.0,47.0,1307.0,277.0,14.0,16.0,679.0,867.0,137.0,786.0,109.0,922.0,90.0,930.0,117.0,952.0,95.0,1158.0,148.0
06037185102,2990.0,160.0,781.0,465.0,25.0,53.0,1506.0,2519.0,129.0,630.0,375.0,24.0,36.0,1325.0,1280.0,287.0,1417.0,312.0,1566.0,228.0,1457.0,250.0,1481.0,223.0,1600.0,204.0
06037185202,3682.0,172.0,1969.0,332.0,25.0,45.0,1139.0,3080.0,166.0,1587.0,270.0,24.0,35.0,998.0,1196.0,187.0,1092.0,126.0,1215.0,113.0,1286.0,155.0,1327.0,115.0,1746.0,207.0
06037185203,2651.0,53.0,1946.0,245.0,21.0,5.0,381.0,2172.0,43.0,1553.0,211.0,21.0,5.0,339.0,677.0,101.0,740.0,81.0,891.0,78.0,841.0,124.0,859.0,91.0,1095.0,153.0
06037185204,1977.0,70.0,682.0,523.0,6.0,21.0,675.0,1653.0,49.0,542.0,465.0,2.0,17.0,578.0,814.0,230.0,664.0,122.0,676.0,84.0,781.0,127.0,793.0,113.0,974.0,156.0
06037185310,2724.0,24.0,2286.0,189.0,7.0,11.0,207.0,2193.0,16.0,1800.0,175.0,7.0,8.0,187.0,676.0,97.0,743.0,89.0,913.0,80.0,730.0,90.0,754.0,66.0,913.0,132.0
06037185320,2763.0,64.0,2205.0,218.0,6.0,16.0,254.0,2251.0,50.0,1751.0,203.0,6.0,7.0,234.0,624.0,81.0,704.0,74.0,838.0,82.0,636.0,85.0,659.0,56.0,935.0,133.0
06037186100,4678.0,124.0,1518.0,1336.0,33.0,54.0,1613.0,3885.0,92.0,1213.0,1109.0,33.0,32.0,1406.0,1534.0,619.0,1441.0,494.0,1642.0,406.0,1615.0,434.0,1650.0,383.0,1990.0,489.0
06037186201,3085.0,114.0,1068.0,1215.0,12.0,29.0,647.0,2662.0,96.0,883.0,1072.0,10.0,15.0,586.0,613.0,241.0,771.0,210.0,871.0,156.0,851.0,172.0,869.0,153.0,1218.0,266.0
06037186202,1985.0,73.0,754.0,642.0,14.0,17.0,485.0,1687.0,64.0,621.0,552.0,14.0,15.0,421.0,529.0,217.0,483.0,146.0,600.0,122.0,589.0,137.0,600.0,123.0,842.0,181.0
06037186203,2751.0,112.0,984.0,468.0,23.0,38.0,1126.0,2286.0,75.0,819.0,381.0,21.0,30.0,960.0,1011.0,258.0,1058.0,224.0,1275.0,165.0,1200.0,180.0,1215.0,164.0,1410.0,233.0
06037186301,2679.0,95.0,1755.0,345.0,8.0,27.0,449.0,2091.0,62.0,1310.0,287.0,7.0,22.0,403.0,402.0,112.0,487.0,89.0,646.0,86.0,557.0,97.0,569.0,78.0,836.0,157.0
06037186302,5190.0,179.0,2461.0,1058.0,23.0,59.0,1410.0,4314.0,149.0,1931.0,922.0,23.0,52.0,1237.0,1431.0,358.0,1569.0,310.0,1905.0,257.0,1863.0,309.0,1889.0,268.0,2219.0,374.0
06037186401,2991.0,88.0,2172.0,453.0,9.0,10.0,259.0,2359.0,68.0,1639.0,405.0,8.0,3.0,236.0,469.0,96.0,485.0,91.0,733.0,80.0,646.0,113.0,666.0,82.0,871.0,167.0
06037186403,2521.0,63.0,1659.0,459.0,6.0,10.0,324.0,2044.0,50.0,1306.0,396.0,6.0,4.0,282.0,649.0,196.0,657.0,132.0,784.0,119.0,713.0,134.0,732.0,107.0,963.0,196.0
06037186404,2266.0,41.0,1545.0,272.0,2.0,21.0,385.0,1811.0,29.0,1177.0,242.0,2.0,11.0,350.0,427.0,93.0,576.0,88.0,693.0,78.0,491.0,77.0,503.0,65.0,891.0,150.0
06037187101,3011.0,66.0,1154.0,726.0,20.0,32.0,1013.0,2588.0,62.0,971.0,636.0,13.0,19.0,887.0,940.0,287.0,1082.0,257.0,1216.0,203.0,1189.0,238.0,1203.0,214.0,1468.0,300.0
06037187102,4083.0,94.0,2126.0,899.0,23.0,28.0,913.0,3342.0,73.0,1672.0,747.0,23.0,28.0,799.0,937.0,274.0,982.0,252.0,1217.0,177.0,1138.0,214.0,1167.0,175.0,1769.0,383.0
06037187200,2801.0,93.0,1752.0,406.0,7.0,22.0,521.0,2372.0,80.0,1410.0,364.0,7.0,19.0,492.0,800.0,203.0,892.0,155.0,1029.0,120.0,966.0,163.0,982.0,131.0,1266.0,225.0
06037187300,3456.0,140.0,653.0,781.0,16.0,33.0,1833.0,2928.0,108.0,534.0,640.0,16.0,31.0,1599.0,1334.0,195.0,1492.0,164.0,1649.0,116.0,1628.0,182.0,1636.0,162.0,1954.0,170.0
06037188100,4070.0,162.0,1949.0,476.0,19.0,49.0,1415.0,3475.0,130.0,1585.0,428.0,17.0,40.0,1275.0,1194.0,299.0,1187.0,239.0,1495.0,197.0,1430.0,215.0,1452.0,174.0,1565.0,296.0
06037188201,3378.0,242.0,550.0,428.0,32.0,59.0,2067.0,2989.0,199.0,479.0,361.0,26.0,56.0,1868.0,1407.0,222.0,1561.0,220.0,1856.0,168.0,1717.0,179.0,1703.0,164.0,1967.0,201.0
06037188202,2460.0,130.0,251.0,416.0,13.0,35.0,1615.0,2109.0,112.0,212.0,342.0,13.0,31.0,1399.0,1058.0,326.0,1023.0,339.0,1186.0,220.0,1136.0,225.0,1133.0,211.0,1375.0,247.0
06037188300,3271.0,85.0,863.0,891.0,15.0,31.0,1386.0,2845.0,70.0,723.0,804.0,14.0,20.0,1214.0,1275.0,463.0,1329.0,382.0,1427.0,314.0,1437.0,308.0,1446.0,270.0,1892.0,438.0
06037189101,2589.0,99.0,376.0,347.0,19.0,41.0,1707.0,2347.0,80.0,317.0,307.0,17.0,40.0,1586.0,1067.0,165.0,1104.0,130.0,1254.0,137.0,1208.0,117.0,1209.0,100.0,1447.0,168.0
06037189102,3316.0,139.0,440.0,365.0,19.0,60.0,2293.0,2995.0,123.0,383.0,321.0,17.0,57.0,2094.0,1423.0,226.0,1378.0,263.0,1579.0,225.0,1584.0,246.0,1569.0,245.0,1882.0,302.0
06037189201,3256.0,197.0,507.0,371.0,16.0,32.0,2133.0,3017.0,168.0,447.0,338.0,13.0,32.0,2019.0,1182.0,151.0,1170.0,146.0,1294.0,160.0,1270.0,121.0,1266.0,111.0,1469.0,270.0
06037189202,2775.0,93.0,296.0,377.0,16.0,38.0,1955.0,2370.0,68.0,245.0,305.0,15.0,28.0,1709.0,1275.0,340.0,1109.0,278.0,1228.0,225.0,1265.0,230.0,1257.0,221.0,1318.0,333.0
06037189300,3216.0,145.0,264.0,490.0,17.0,37.0,2263.0,2645.0,118.0,205.0,405.0,15.0,28.0,1874.0,1306.0,374.0,1377.0,359.0,1498.0,262.0,1462.0,250.0,1459.0,234.0,1698.0,320.0
06037189400,3575.0,165.0,319.0,294.0,44.0,58.0,2695.0,3164.0,138.0,265.0,261.0,40.0,57.0,2403.0,1862.0,281.0,1714.0,298.0,1883.0,218.0,1772.0,225.0,1775.0,218.0,2193.0,282.0
06037189501,2183.0,141.0,238.0,168.0,19.0,26.0,1591.0,2030.0,126.0,220.0,146.0,19.0,18.0,1501.0,1081.0,143.0,944.0,145.0,996.0,108.0,1049.0,121.0,1040.0,116.0,1139.0,129.0
06037189502,2251.0,179.0,387.0,203.0,15.0,39.0,1428.0,2118.0,163.0,354.0,187.0,14.0,37.0,1363.0,892.0,136.0,1004.0,149.0,778.0,102.0,949.0,132.0,960.0,110.0,1216.0,190.0
06037189600,3738.0,276.0,580.0,335.0,37.0,75.0,2435.0,3448.0,249.0,512.0,307.0,35.0,68.0,2277.0,1736.0,203.0,1427.0,204.0,1607.0,179.0,1505.0,225.0,1508.0,212.0,2077.0,322.0
06037189702,2389.0,166.0,253.0,244.0,23.0,54.0,1649.0,2187.0,154.0,229.0,218.0,22.0,46.0,1518.0,1006.0,147.0,847.0,164.0,961.0,137.0,1005.0,148.0,1000.0,149.0,1249.0,203.0
06037189703,2259.0,226.0,300.0,255.0,12.0,48.0,1418.0,2089.0,202.0,287.0,228.0,12.0,38.0,1322.0,647.0,147.0,686.0,173.0,624.0,128.0,660.0,125.0,658.0,119.0,879.0,168.0
06037189704,2786.0,239.0,339.0,338.0,31.0,59.0,1780.0,2520.0,211.0,300.0,311.0,31.0,51.0,1616.0,700.0,184.0,615.0,180.0,744.0,141.0,620.0,142.0,623.0,131.0,993.0,201.0
06037189801,2302.0,159.0,289.0,158.0,18.0,41.0,1637.0,2160.0,146.0,256.0,154.0,18.0,33.0,1553.0,786.0,123.0,908.0,173.0,809.0,103.0,927.0,146.0,928.0,139.0,1304.0,258.0
06037189802,2005.0,181.0,220.0,156.0,14.0,37.0,1397.0,1843.0,170.0,197.0,140.0,14.0,26.0,1296.0,871.0,144.0,831.0,150.0,835.0,116.0,838.0,127.0,841.0,119.0,901.0,198.0
06037189903,2228.0,175.0,237.0,228.0,10.0,39.0,1539.0,2134.0,160.0,223.0,219.0,9.0,39.0,1484.0,707.0,168.0,754.0,183.0,728.0,147.0,691.0,131.0,683.0,129.0,878.0,235.0
06037189904,2502.0,211.0,348.0,264.0,22.0,75.0,1582.0,2371.0,192.0,333.0,254.0,22.0,64.0,1506.0,689.0,168.0,672.0,132.0,765.0,154.0,707.0,125.0,701.0,125.0,1042.0,242.0
06037189905,2462.0,185.0,344.0,175.0,30.0,48.0,1680.0,2305.0,167.0,294.0,174.0,30.0,47.0,1593.0,886.0,214.0,776.0,203.0,923.0,190.0,776.0,164.0,777.0,155.0,1089.0,249.0
06037189906,2746.0,264.0,321.0,287.0,26.0,57.0,1791.0,2578.0,240.0,297.0,268.0,21.0,53.0,1699.0,870.0,222.0,813.0,191.0,902.0,164.0,903.0,157.0,894.0,145.0,1163.0,265.0
06037189907,2434.0,197.0,282.0,202.0,30.0,56.0,1667.0,2297.0,175.0,254.0,191.0,25.0,47.0,1605.0,813.0,191.0,787.0,177.0,985.0,154.0,889.0,128.0,890.0,116.0,1050.0,244.0
06037190101,1832.0,225.0,352.0,185.0,10.0,58.0,1002.0,1743.0,208.0,332.0,169.0,8.0,58.0,968.0,583.0,110.0,613.0,121.0,550.0,93.0,519.0,82.0,516.0,73.0,630.0,144.0
06037190102,2737.0,285.0,608.0,301.0,21.0,80.0,1442.0,2584.0,258.0,557.0,289.0,17.0,76.0,1387.0,843.0,141.0,691.0,131.0,765.0,119.0,743.0,103.0,741.0,95.0,1035.0,198.0
06037190201,2872.0,431.0,848.0,176.0,36.0,146.0,1235.0,2712.0,425.0,744.0,163.0,34.0,139.0,1207.0,625.0,109.0,577.0,87.0,818.0,112.0,621.0,90.0,628.0,75.0,844.0,224.0
06037190202,3568.0,515.0,648.0,406.0,57.0,88.0,1854.0,3415.0,466.0,602.0,386.0,56.0,87.0,1818.0,959.0,168.0,899.0,150.0,931.0,120.0,911.0,127.0,908.0,117.0,1150.0,230.0
06037190302,2283.0,218.0,437.0,240.0,30.0,45.0,1313.0,2147.0,208.0,378.0,228.0,30.0,37.0,1266.0,644.0,128.0,667.0,149.0,837.0,257.0,779.0,133.0,777.0,122.0,872.0,280.0
06037190303,2470.0,188.0,628.0,296.0,26.0,24.0,1308.0,2324.0,187.0,553.0,278.0,25.0,24.0,1257.0,602.0,94.0,609.0,87.0,728.0,166.0,788.0,101.0,786.0,93.0,868.0,233.0
06037190401,2857.0,192.0,585.0,336.0,21.0,33.0,1690.0,2698.0,184.0,540.0,321.0,21.0,31.0,1601.0,886.0,112.0,892.0,111.0,1067.0,164.0,1049.0,99.0,1048.0,92.0,1356.0,234.0
06037190402,2388.0,127.0,498.0,383.0,18.0,19.0,1343.0,2197.0,122.0,430.0,354.0,14.0,15.0,1262.0,649.0,91.0,637.0,91.0,775.0,139.0,717.0,99.0,713.0,95.0,832.0,201.0
06037190510,4362.0,464.0,1429.0,852.0,23.0,63.0,1531.0,3784.0,409.0,1136.0,739.0,23.0,53.0,1424.0,707.0,90.0,700.0,99.0,884.0,161.0,821.0,135.0,837.0,114.0,1258.0,334.0
06037190520,3489.0,212.0,1165.0,586.0,20.0,35.0,1471.0,3045.0,191.0,934.0,509.0,20.0,33.0,1358.0,476.0,130.0,626.0,91.0,703.0,206.0,657.0,121.0,663.0,107.0,859.0,319.0
06037190701,1867.0,237.0,525.0,236.0,21.0,17.0,831.0,1692.0,200.0,445.0,205.0,16.0,14.0,812.0,492.0,78.0,475.0,84.0,569.0,86.0,468.0,74.0,477.0,69.0,604.0,141.0
06037190702,1420.0,92.0,516.0,143.0,6.0,23.0,640.0,1293.0,83.0,439.0,125.0,2.0,23.0,621.0,498.0,77.0,448.0,54.0,502.0,56.0,481.0,68.0,482.0,59.0,536.0,103.0
06037190801,2500.0,212.0,1078.0,259.0,11.0,30.0,910.0,2306.0,199.0,930.0,249.0,10.0,30.0,888.0,551.0,103.0,630.0,125.0,682.0,115.0,638.0,105.0,646.0,95.0,791.0,197.0
06037190802,2794.0,255.0,1185.0,283.0,16.0,69.0,986.0,2536.0,233.0,1014.0,257.0,13.0,64.0,955.0,689.0,152.0,634.0,116.0,841.0,113.0,754.0,112.0,756.0,107.0,983.0,193.0
06037190901,4016.0,230.0,2999.0,142.0,14.0,27.0,604.0,3218.0,199.0,2329.0,125.0,14.0,10.0,541.0,562.0,110.0,608.0,83.0,755.0,104.0,653.0,93.0,673.0,69.0,871.0,144.0
06037190902,3608.0,235.0,1929.0,283.0,19.0,54.0,1088.0,3126.0,215.0,1538.0,272.0,19.0,46.0,1036.0,736.0,122.0,799.0,103.0,885.0,104.0,828.0,120.0,836.0,100.0,1142.0,216.0
06037191000,5893.0,854.0,1575.0,747.0,52.0,110.0,2555.0,5429.0,759.0,1366.0,678.0,46.0,99.0,2481.0,735.0,120.0,672.0,119.0,1037.0,164.0,1142.0,170.0,1148.0,152.0,1782.0,509.0
06037191110,3141.0,131.0,1038.0,417.0,14.0,26.0,1515.0,2844.0,127.0,844.0,391.0,11.0,26.0,1445.0,453.0,91.0,485.0,106.0,598.0,156.0,563.0,113.0,582.0,89.0,774.0,295.0
06037191120,3801.0,222.0,1886.0,418.0,29.0,36.0,1210.0,3290.0,199.0,1527.0,387.0,19.0,26.0,1132.0,608.0,152.0,621.0,111.0,814.0,161.0,701.0,131.0,701.0,116.0,928.0,305.0
06037191201,4072.0,178.0,1119.0,551.0,29.0,33.0,2162.0,3741.0,158.0,947.0,493.0,28.0,33.0,2082.0,744.0,294.0,782.0,305.0,892.0,505.0,841.0,236.0,877.0,187.0,1034.0,652.0
06037191203,2531.0,173.0,1106.0,445.0,17.0,17.0,773.0,2126.0,132.0,859.0,395.0,15.0,11.0,714.0,428.0,126.0,460.0,122.0,556.0,123.0,493.0,104.0,501.0,98.0,691.0,194.0
06037191204,1862.0,92.0,751.0,313.0,8.0,13.0,685.0,1587.0,74.0,591.0,280.0,6.0,13.0,623.0,345.0,88.0,366.0,64.0,469.0,91.0,427.0,75.0,438.0,61.0,474.0,185.0
06037191301,2076.0,130.0,1006.0,437.0,8.0,9.0,486.0,1776.0,110.0,819.0,378.0,8.0,7.0,454.0,543.0,114.0,559.0,103.0,711.0,85.0,625.0,93.0,649.0,73.0,886.0,157.0
06037191302,2192.0,133.0,875.0,561.0,4.0,32.0,587.0,1940.0,111.0,717.0,520.0,0.0,30.0,562.0,480.0,156.0,501.0,117.0,638.0,141.0,611.0,102.0,629.0,83.0,715.0,247.0
06037191410,3924.0,176.0,2546.0,561.0,23.0,31.0,587.0,3270.0,144.0,2010.0,514.0,23.0,19.0,560.0,659.0,137.0,791.0,104.0,1052.0,98.0,920.0,113.0,955.0,71.0,1179.0,246.0
06037191420,2837.0,134.0,1725.0,375.0,25.0,26.0,552.0,2367.0,123.0,1356.0,329.0,13.0,13.0,533.0,494.0,98.0,600.0,70.0,793.0,75.0,666.0,76.0,672.0,64.0,963.0,116.0
06037191500,4980.0,203.0,2690.0,1026.0,12.0,42.0,1007.0,4052.0,171.0,2033.0,920.0,10.0,26.0,892.0,609.0,263.0,805.0,226.0,957.0,196.0,890.0,205.0,904.0,171.0,1183.0,351.0
06037191610,4271.0,211.0,2694.0,493.0,22.0,28.0,823.0,3520.0,182.0,2093.0,442.0,20.0,24.0,759.0,718.0,169.0,806.0,98.0,1043.0,109.0,951.0,123.0,958.0,97.0,1251.0,220.0
06037191620,2628.0,121.0,1559.0,377.0,4.0,23.0,544.0,2149.0,105.0,1174.0,355.0,4.0,17.0,494.0,469.0,130.0,409.0,71.0,467.0,67.0,402.0,75.0,416.0,64.0,630.0,189.0
06037191710,2576.0,159.0,1538.0,275.0,15.0,24.0,565.0,2211.0,138.0,1240.0,261.0,14.0,21.0,537.0,478.0,135.0,609.0,110.0,653.0,81.0,543.0,84.0,551.0,75.0,710.0,140.0
06037191720,3534.0,124.0,2473.0,357.0,13.0,28.0,539.0,2827.0,113.0,1876.0,324.0,13.0,13.0,488.0,480.0,112.0,499.0,74.0,606.0,65.0,591.0,92.0,605.0,75.0,849.0,196.0
06037191810,3028.0,219.0,1806.0,205.0,16.0,34.0,748.0,2607.0,201.0,1462.0,191.0,16.0,25.0,712.0,636.0,71.0,695.0,65.0,895.0,67.0,784.0,73.0,787.0,65.0,999.0,154.0
06037191820,3279.0,328.0,1240.0,373.0,10.0,58.0,1270.0,2982.0,295.0,1073.0,349.0,10.0,49.0,1206.0,710.0,107.0,712.0,85.0,939.0,109.0,1000.0,126.0,1009.0,108.0,1322.0,204.0
